	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARD_1	REWARD_1_QTY	REWARD_2	REWARD_2_QTY	REWARD_3	REWARD_3_QTY	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	VALUE	EXTRA	CAMPAIGN_TYPE	CAMPAIGN_CHAPTER	CAMPAIGN_LEVEL	GOOGLE_ID
1107	BOSS_PIT_NPC_GIANT_PLANT_0_7	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	6	EXP_DECANTER	160			1106	Once,FollowUp,TL96	BossPitWin			NPC_GIANT_PLANT	0	7	
1117	BOSS_PIT_NPC_GIANT_PLANT_1_7	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	6	EXP_DECANTER	160			1116	Once,FollowUp,TL96	BossPitWin			NPC_GIANT_PLANT	1	7	
1127	BOSS_PIT_NPC_GIANT_PLANT_2_7	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	2	EXP_DECANTER	160			1126	Once,FollowUp,TL96	BossPitWin			NPC_GIANT_PLANT	2	7	
1108	BOSS_PIT_NPC_GIANT_PLANT_0_8	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	7	EXP_DECANTER	240			1107	Once,FollowUp,TL104	BossPitWin			NPC_GIANT_PLANT	0	8	
1118	BOSS_PIT_NPC_GIANT_PLANT_1_8	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	7	EXP_DECANTER	240			1117	Once,FollowUp,TL104	BossPitWin			NPC_GIANT_PLANT	1	8	
1128	BOSS_PIT_NPC_GIANT_PLANT_2_8	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	3	EXP_DECANTER	240			1127	Once,FollowUp,TL104	BossPitWin			NPC_GIANT_PLANT	2	8	
1109	BOSS_PIT_NPC_GIANT_PLANT_0_9	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	8	EXP_DECANTER	320			1108	Once,FollowUp,TL111	BossPitWin			NPC_GIANT_PLANT	0	9	
1119	BOSS_PIT_NPC_GIANT_PLANT_1_9	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	8	EXP_DECANTER	320			1118	Once,FollowUp,TL111	BossPitWin			NPC_GIANT_PLANT	1	9	
1129	BOSS_PIT_NPC_GIANT_PLANT_2_9	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	4	EXP_DECANTER	320			1128	Once,FollowUp,TL111	BossPitWin			NPC_GIANT_PLANT	2	9	
1110	BOSS_PIT_NPC_GIANT_PLANT_0_10	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	9	EXP_DECANTER	400			1109	Once,FollowUp,TL119	BossPitWin			NPC_GIANT_PLANT	0	10	
1120	BOSS_PIT_NPC_GIANT_PLANT_1_10	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	9	EXP_DECANTER	400			1119	Once,FollowUp,TL119	BossPitWin			NPC_GIANT_PLANT	1	10	
1130	BOSS_PIT_NPC_GIANT_PLANT_2_10	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	4	EXP_DECANTER	400			1129	Once,FollowUp,TL119	BossPitWin			NPC_GIANT_PLANT	2	10	
1131	BOSS_PIT_NPC_GIANT_PLANT_0_11	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	10	EXP_DECANTER	500			1110	Once,FollowUp,TL124	BossPitWin			NPC_GIANT_PLANT	0	11	
1141	BOSS_PIT_NPC_GIANT_PLANT_1_11	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	10	EXP_DECANTER	500			1120	Once,FollowUp,TL124	BossPitWin			NPC_GIANT_PLANT	1	11	
1151	BOSS_PIT_NPC_GIANT_PLANT_2_11	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	5	EXP_DECANTER	500			1130	Once,FollowUp,TL124	BossPitWin			NPC_GIANT_PLANT	2	11	
1132	BOSS_PIT_NPC_GIANT_PLANT_0_12	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	15	EXP_DECANTER	600			1131	Once,FollowUp,TL128	BossPitWin			NPC_GIANT_PLANT	0	12	
1142	BOSS_PIT_NPC_GIANT_PLANT_1_12	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	15	EXP_DECANTER	600			1141	Once,FollowUp,TL128	BossPitWin			NPC_GIANT_PLANT	1	12	
1152	BOSS_PIT_NPC_GIANT_PLANT_2_12	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	10	EXP_DECANTER	600			1151	Once,FollowUp,TL128	BossPitWin			NPC_GIANT_PLANT	2	12	
1133	BOSS_PIT_NPC_GIANT_PLANT_0_13	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	16	EXP_DECANTER	700			1132	Once,FollowUp,TL133	BossPitWin			NPC_GIANT_PLANT	0	13	
1143	BOSS_PIT_NPC_GIANT_PLANT_1_13	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	16	EXP_DECANTER	700			1142	Once,FollowUp,TL133	BossPitWin			NPC_GIANT_PLANT	1	13	
1153	BOSS_PIT_NPC_GIANT_PLANT_2_13	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	11	EXP_DECANTER	700			1152	Once,FollowUp,TL133	BossPitWin			NPC_GIANT_PLANT	2	13	
1134	BOSS_PIT_NPC_GIANT_PLANT_0_14	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	17	EXP_DECANTER	800			1133	Once,FollowUp,TL138	BossPitWin			NPC_GIANT_PLANT	0	14	
1144	BOSS_PIT_NPC_GIANT_PLANT_1_14	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	17	EXP_DECANTER	800			1143	Once,FollowUp,TL138	BossPitWin			NPC_GIANT_PLANT	1	14	
1154	BOSS_PIT_NPC_GIANT_PLANT_2_14	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	12	EXP_DECANTER	800			1153	Once,FollowUp,TL138	BossPitWin			NPC_GIANT_PLANT	2	14	
1135	BOSS_PIT_NPC_GIANT_PLANT_0_15	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	18	EXP_DECANTER	800			1134	Once,FollowUp,TL143	BossPitWin			NPC_GIANT_PLANT	0	15	
1145	BOSS_PIT_NPC_GIANT_PLANT_1_15	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	18	EXP_DECANTER	800			1144	Once,FollowUp,TL143	BossPitWin			NPC_GIANT_PLANT	1	15	
1155	BOSS_PIT_NPC_GIANT_PLANT_2_15	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	12	EXP_DECANTER	800			1154	Once,FollowUp,TL143	BossPitWin			NPC_GIANT_PLANT	2	15	
1136	BOSS_PIT_NPC_GIANT_PLANT_0_16	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1135	Once,FollowUp,TL148	BossPitWin			NPC_GIANT_PLANT	0	16	
1146	BOSS_PIT_NPC_GIANT_PLANT_1_16	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1145	Once,FollowUp,TL148	BossPitWin			NPC_GIANT_PLANT	1	16	
1156	BOSS_PIT_NPC_GIANT_PLANT_2_16	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1155	Once,FollowUp,TL148	BossPitWin			NPC_GIANT_PLANT	2	16	
1137	BOSS_PIT_NPC_GIANT_PLANT_0_17	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1136	Once,FollowUp,TL153	BossPitWin			NPC_GIANT_PLANT	0	17	
1147	BOSS_PIT_NPC_GIANT_PLANT_1_17	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1146	Once,FollowUp,TL153	BossPitWin			NPC_GIANT_PLANT	1	17	
1157	BOSS_PIT_NPC_GIANT_PLANT_2_17	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1156	Once,FollowUp,TL153	BossPitWin			NPC_GIANT_PLANT	2	17	
1138	BOSS_PIT_NPC_GIANT_PLANT_0_18	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1137	Once,FollowUp,TL158	BossPitWin			NPC_GIANT_PLANT	0	18	
1148	BOSS_PIT_NPC_GIANT_PLANT_1_18	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1147	Once,FollowUp,TL158	BossPitWin			NPC_GIANT_PLANT	1	18	
1158	BOSS_PIT_NPC_GIANT_PLANT_2_18	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1157	Once,FollowUp,TL158	BossPitWin			NPC_GIANT_PLANT	2	18	
1139	BOSS_PIT_NPC_GIANT_PLANT_0_19	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_1	25	EXP_DECANTER	800			1138	Once,FollowUp,TL163	BossPitWin			NPC_GIANT_PLANT	0	19	
1149	BOSS_PIT_NPC_GIANT_PLANT_1_19	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_MAJOR_2	25	EXP_DECANTER	800			1148	Once,FollowUp,TL163	BossPitWin			NPC_GIANT_PLANT	1	19	
1159	BOSS_PIT_NPC_GIANT_PLANT_2_19	ACHIEVEMENT	9	npc_giant_plant	bossPit	OFFERING_KEYSTONE	20	EXP_DECANTER	800			1158	Once,FollowUp,TL163	BossPitWin			NPC_GIANT_PLANT	2	19	
1201	BOSS_PIT_NPC_GOLD_COLOSSUS_0_1	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	2	EXP_DECANTER	5				Once,TL55	BossPitWin			NPC_GOLD_COLOSSUS	0	1	
1211	BOSS_PIT_NPC_GOLD_COLOSSUS_1_1	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	2	EXP_DECANTER	5			1201	Once,FollowUp,TL55	BossPitWin			NPC_GOLD_COLOSSUS	1	1	
1221	BOSS_PIT_NPC_GOLD_COLOSSUS_2_1	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	2	EXP_DECANTER	5			1211	Once,FollowUp,TL55	BossPitWin			NPC_GOLD_COLOSSUS	2	1	
1202	BOSS_PIT_NPC_GOLD_COLOSSUS_0_2	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	3	EXP_DECANTER	7			1201	Once,FollowUp,TL58	BossPitWin			NPC_GOLD_COLOSSUS	0	2	
1212	BOSS_PIT_NPC_GOLD_COLOSSUS_1_2	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	3	EXP_DECANTER	7			1211	Once,FollowUp,TL58	BossPitWin			NPC_GOLD_COLOSSUS	1	2	
1222	BOSS_PIT_NPC_GOLD_COLOSSUS_2_2	ACHIEVEMENT	9	npc_gold_colossus	bossPit	STAMINA_CONSUMABLE	3	EXP_DECANTER	7			1221	Once,FollowUp,TL58	BossPitWin			NPC_GOLD_COLOSSUS	2	2	
1203	BOSS_PIT_NPC_GOLD_COLOSSUS_0_3	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	2	EXP_DECANTER	10			1202	Once,FollowUp,TL67	BossPitWin			NPC_GOLD_COLOSSUS	0	3	
1213	BOSS_PIT_NPC_GOLD_COLOSSUS_1_3	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	2	EXP_DECANTER	10			1212	Once,FollowUp,TL67	BossPitWin			NPC_GOLD_COLOSSUS	1	3	
1223	BOSS_PIT_NPC_GOLD_COLOSSUS_2_3	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	1	EXP_DECANTER	10			1222	Once,FollowUp,TL67	BossPitWin			NPC_GOLD_COLOSSUS	2	3	
1204	BOSS_PIT_NPC_GOLD_COLOSSUS_0_4	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	3	EXP_DECANTER	20			1203	Once,FollowUp,TL76	BossPitWin			NPC_GOLD_COLOSSUS	0	4	
1214	BOSS_PIT_NPC_GOLD_COLOSSUS_1_4	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	3	EXP_DECANTER	20			1213	Once,FollowUp,TL76	BossPitWin			NPC_GOLD_COLOSSUS	1	4	
1224	BOSS_PIT_NPC_GOLD_COLOSSUS_2_4	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	1	EXP_DECANTER	20			1223	Once,FollowUp,TL76	BossPitWin			NPC_GOLD_COLOSSUS	2	4	
1205	BOSS_PIT_NPC_GOLD_COLOSSUS_0_5	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	4	EXP_DECANTER	40			1204	Once,FollowUp,TL84	BossPitWin			NPC_GOLD_COLOSSUS	0	5	
1215	BOSS_PIT_NPC_GOLD_COLOSSUS_1_5	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	4	EXP_DECANTER	40			1214	Once,FollowUp,TL84	BossPitWin			NPC_GOLD_COLOSSUS	1	5	
1225	BOSS_PIT_NPC_GOLD_COLOSSUS_2_5	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	2	EXP_DECANTER	40			1224	Once,FollowUp,TL84	BossPitWin			NPC_GOLD_COLOSSUS	2	5	
1206	BOSS_PIT_NPC_GOLD_COLOSSUS_0_6	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	5	EXP_DECANTER	80			1205	Once,FollowUp,TL91	BossPitWin			NPC_GOLD_COLOSSUS	0	6	
1216	BOSS_PIT_NPC_GOLD_COLOSSUS_1_6	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	5	EXP_DECANTER	80			1215	Once,FollowUp,TL91	BossPitWin			NPC_GOLD_COLOSSUS	1	6	
1226	BOSS_PIT_NPC_GOLD_COLOSSUS_2_6	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	2	EXP_DECANTER	80			1225	Once,FollowUp,TL91	BossPitWin			NPC_GOLD_COLOSSUS	2	6	
1207	BOSS_PIT_NPC_GOLD_COLOSSUS_0_7	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	6	EXP_DECANTER	160			1206	Once,FollowUp,TL99	BossPitWin			NPC_GOLD_COLOSSUS	0	7	
1217	BOSS_PIT_NPC_GOLD_COLOSSUS_1_7	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	6	EXP_DECANTER	160			1216	Once,FollowUp,TL99	BossPitWin			NPC_GOLD_COLOSSUS	1	7	
1227	BOSS_PIT_NPC_GOLD_COLOSSUS_2_7	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	2	EXP_DECANTER	160			1226	Once,FollowUp,TL99	BossPitWin			NPC_GOLD_COLOSSUS	2	7	
1208	BOSS_PIT_NPC_GOLD_COLOSSUS_0_8	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	7	EXP_DECANTER	240			1207	Once,FollowUp,TL106	BossPitWin			NPC_GOLD_COLOSSUS	0	8	
1218	BOSS_PIT_NPC_GOLD_COLOSSUS_1_8	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	7	EXP_DECANTER	240			1217	Once,FollowUp,TL106	BossPitWin			NPC_GOLD_COLOSSUS	1	8	
1228	BOSS_PIT_NPC_GOLD_COLOSSUS_2_8	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	3	EXP_DECANTER	240			1227	Once,FollowUp,TL106	BossPitWin			NPC_GOLD_COLOSSUS	2	8	
1209	BOSS_PIT_NPC_GOLD_COLOSSUS_0_9	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	8	EXP_DECANTER	320			1208	Once,FollowUp,TL114	BossPitWin			NPC_GOLD_COLOSSUS	0	9	
1219	BOSS_PIT_NPC_GOLD_COLOSSUS_1_9	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	8	EXP_DECANTER	320			1218	Once,FollowUp,TL114	BossPitWin			NPC_GOLD_COLOSSUS	1	9	
1229	BOSS_PIT_NPC_GOLD_COLOSSUS_2_9	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	4	EXP_DECANTER	320			1228	Once,FollowUp,TL114	BossPitWin			NPC_GOLD_COLOSSUS	2	9	
1210	BOSS_PIT_NPC_GOLD_COLOSSUS_0_10	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	9	EXP_DECANTER	400			1209	Once,FollowUp,TL121	BossPitWin			NPC_GOLD_COLOSSUS	0	10	
1220	BOSS_PIT_NPC_GOLD_COLOSSUS_1_10	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	9	EXP_DECANTER	400			1219	Once,FollowUp,TL121	BossPitWin			NPC_GOLD_COLOSSUS	1	10	
1230	BOSS_PIT_NPC_GOLD_COLOSSUS_2_10	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	4	EXP_DECANTER	400			1229	Once,FollowUp,TL121	BossPitWin			NPC_GOLD_COLOSSUS	2	10	
1231	BOSS_PIT_NPC_GOLD_COLOSSUS_0_11	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	10	EXP_DECANTER	500			1210	Once,FollowUp,TL125	BossPitWin			NPC_GOLD_COLOSSUS	0	11	
1241	BOSS_PIT_NPC_GOLD_COLOSSUS_1_11	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	10	EXP_DECANTER	500			1220	Once,FollowUp,TL125	BossPitWin			NPC_GOLD_COLOSSUS	1	11	
1251	BOSS_PIT_NPC_GOLD_COLOSSUS_2_11	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	5	EXP_DECANTER	500			1230	Once,FollowUp,TL125	BossPitWin			NPC_GOLD_COLOSSUS	2	11	
1232	BOSS_PIT_NPC_GOLD_COLOSSUS_0_12	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	15	EXP_DECANTER	600			1231	Once,FollowUp,TL130	BossPitWin			NPC_GOLD_COLOSSUS	0	12	
1242	BOSS_PIT_NPC_GOLD_COLOSSUS_1_12	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	15	EXP_DECANTER	600			1241	Once,FollowUp,TL130	BossPitWin			NPC_GOLD_COLOSSUS	1	12	
1252	BOSS_PIT_NPC_GOLD_COLOSSUS_2_12	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	10	EXP_DECANTER	600			1251	Once,FollowUp,TL130	BossPitWin			NPC_GOLD_COLOSSUS	2	12	
1233	BOSS_PIT_NPC_GOLD_COLOSSUS_0_13	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	16	EXP_DECANTER	700			1232	Once,FollowUp,TL135	BossPitWin			NPC_GOLD_COLOSSUS	0	13	
1243	BOSS_PIT_NPC_GOLD_COLOSSUS_1_13	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	16	EXP_DECANTER	700			1242	Once,FollowUp,TL135	BossPitWin			NPC_GOLD_COLOSSUS	1	13	
1253	BOSS_PIT_NPC_GOLD_COLOSSUS_2_13	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	11	EXP_DECANTER	700			1252	Once,FollowUp,TL135	BossPitWin			NPC_GOLD_COLOSSUS	2	13	
1234	BOSS_PIT_NPC_GOLD_COLOSSUS_0_14	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	17	EXP_DECANTER	800			1233	Once,FollowUp,TL140	BossPitWin			NPC_GOLD_COLOSSUS	0	14	
1244	BOSS_PIT_NPC_GOLD_COLOSSUS_1_14	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	17	EXP_DECANTER	800			1243	Once,FollowUp,TL140	BossPitWin			NPC_GOLD_COLOSSUS	1	14	
1254	BOSS_PIT_NPC_GOLD_COLOSSUS_2_14	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	12	EXP_DECANTER	800			1253	Once,FollowUp,TL140	BossPitWin			NPC_GOLD_COLOSSUS	2	14	
1235	BOSS_PIT_NPC_GOLD_COLOSSUS_0_15	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	18	EXP_DECANTER	800			1234	Once,FollowUp,TL145	BossPitWin			NPC_GOLD_COLOSSUS	0	15	
1245	BOSS_PIT_NPC_GOLD_COLOSSUS_1_15	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	18	EXP_DECANTER	800			1244	Once,FollowUp,TL145	BossPitWin			NPC_GOLD_COLOSSUS	1	15	
1255	BOSS_PIT_NPC_GOLD_COLOSSUS_2_15	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	12	EXP_DECANTER	800			1254	Once,FollowUp,TL145	BossPitWin			NPC_GOLD_COLOSSUS	2	15	
1236	BOSS_PIT_NPC_GOLD_COLOSSUS_0_16	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1235	Once,FollowUp,TL150	BossPitWin			NPC_GOLD_COLOSSUS	0	16	
1246	BOSS_PIT_NPC_GOLD_COLOSSUS_1_16	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1245	Once,FollowUp,TL150	BossPitWin			NPC_GOLD_COLOSSUS	1	16	
1256	BOSS_PIT_NPC_GOLD_COLOSSUS_2_16	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1255	Once,FollowUp,TL150	BossPitWin			NPC_GOLD_COLOSSUS	2	16	
1237	BOSS_PIT_NPC_GOLD_COLOSSUS_0_17	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1236	Once,FollowUp,TL155	BossPitWin			NPC_GOLD_COLOSSUS	0	17	
1247	BOSS_PIT_NPC_GOLD_COLOSSUS_1_17	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1246	Once,FollowUp,TL155	BossPitWin			NPC_GOLD_COLOSSUS	1	17	
1257	BOSS_PIT_NPC_GOLD_COLOSSUS_2_17	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1256	Once,FollowUp,TL155	BossPitWin			NPC_GOLD_COLOSSUS	2	17	
1238	BOSS_PIT_NPC_GOLD_COLOSSUS_0_18	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	20	EXP_DECANTER	800			1237	Once,FollowUp,TL160	BossPitWin			NPC_GOLD_COLOSSUS	0	18	
1248	BOSS_PIT_NPC_GOLD_COLOSSUS_1_18	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	20	EXP_DECANTER	800			1247	Once,FollowUp,TL160	BossPitWin			NPC_GOLD_COLOSSUS	1	18	
1258	BOSS_PIT_NPC_GOLD_COLOSSUS_2_18	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	15	EXP_DECANTER	800			1257	Once,FollowUp,TL160	BossPitWin			NPC_GOLD_COLOSSUS	2	18	
1239	BOSS_PIT_NPC_GOLD_COLOSSUS_0_19	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_1	25	EXP_DECANTER	800			1238	Once,FollowUp,TL165	BossPitWin			NPC_GOLD_COLOSSUS	0	19	
1249	BOSS_PIT_NPC_GOLD_COLOSSUS_1_19	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_MAJOR_2	25	EXP_DECANTER	800			1248	Once,FollowUp,TL165	BossPitWin			NPC_GOLD_COLOSSUS	1	19	
1259	BOSS_PIT_NPC_GOLD_COLOSSUS_2_19	ACHIEVEMENT	9	npc_gold_colossus	bossPit	OFFERING_KEYSTONE	20	EXP_DECANTER	800			1258	Once,FollowUp,TL165	BossPitWin			NPC_GOLD_COLOSSUS	2	19	
5000	BROZERKER_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	30	STONE_BROZERKER	BROZERKER	0	2	
5001	BROZERKER_1	LEGENDARY	1	claim	expedition							5000	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_BROZERKER_AND_DRAGON_LADY	BROZERKER	1	13	
5002	BROZERKER_2	LEGENDARY	1	claim	bossPit							5001	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_EVIL_WIZARD_0_5+_WITH_BROZERKER	BROZERKER	2	6	
5003	MEDUSA_0	LEGENDARY	1	claim									Once,HasOrangeHero	_FullOrNewMoon,_DailyUses>=1		fullMoonGo	MEDUSA	0	12	
5004	MEDUSA_1	LEGENDARY	1	claim								5003	Once,HasOrangeHero,FollowUp	SQCount	100	RAW_EGG	MEDUSA	1	2	
5005	MEDUSA_2	LEGENDARY	1	claim	cryptRaid							5004	Once,HasOrangeHero,FollowUp	DQCount	5	CRYPT_20K_WIN	MEDUSA	2	0	
5006	DUST_DEVIL_0	LEGENDARY	1	claim									Once,HasOrangeHero	!CQCount	6	USE_DUST_DEVIL	DUST_DEVIL	0	11	
5007	DUST_DEVIL_1	LEGENDARY	1	claim								5006	Once,HasOrangeHero,FollowUp	SCQCount	5	MUSCLE_WAX	DUST_DEVIL	1	3	
5008	DUST_DEVIL_2	LEGENDARY	1	claim	coliseum							5007	Once,HasOrangeHero,FollowUp	QCount	1	COLISEUM_SILVER+_WIN	DUST_DEVIL	2	5	
5009	FAITH_HEALER_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000000	GOLD	FAITH_HEALER	0	1	
5010	FAITH_HEALER_1	LEGENDARY	1	claim	temple							5009	Once,HasOrangeHero,FollowUp	QCount	7	BEAT_TITAN_FAITH_HEALER_WITH_FAITH_HEALER	FAITH_HEALER	1	10	
5011	FAITH_HEALER_2	LEGENDARY	1	claim								5010	Once,HasOrangeHero,FollowUp	DQCount	1000000	HEAL_DAMAGE_FAITH_HEALER	FAITH_HEALER	2	0	
5012	DARK_DRACUL_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	30	MAGIC_EIGHT_BALL	DARK_DRACUL	0	2	
