	UNIT	RARITY	CATEGORY	VISUAL_DURATION	DURATION	COOLDOWN	INIT_COOLDOWN	PRIORITY	TRIGGER_RANGE	CAST_RANGE	SPLASH_RANGE	MISC_RANGE	DAMAGE_TYPE	DAMAGE_SUB_TYPE	TAGS	PROJECTILE_TYPE	ENERGY_GAIN	TARGET_TAG
DEMON_TOTEM_1	DEMON_TOTEM	WHITE	ACTIVE	1.5	3	-1	-1	1	125				PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	0	
DEMON_TOTEM_2	DEMON_TOTEM	GREEN	OTHER	0	0.25	12	3	2	75				PHYSICAL			NONE	0	
DEMON_TOTEM_3	DEMON_TOTEM	BLUE	OTHER	0	4	18	4.5	3	75		125		PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	45	
DEMON_TOTEM_4	DEMON_TOTEM	PURPLE	OTHER	0	-1	-1	-1	-1					PHYSICAL			NONE	0	
DEMON_TOTEM_5	DEMON_TOTEM	ORANGE	OTHER	0	2	3	-1	-1	5000	9000			PHYSICAL		PHYSICAL,RANGED	NONE	0	
DEMON_TOTEM_6	DEMON_TOTEM	RED	OTHER	0	-1	-1	-1	-1								NONE	0	HARVEST_PARTY
NPC_EYEBALL_0	NPC_EYEBALL	DEFAULT	AUTO_ATTACK	0	3	3	0.75	1	925	1025			PHYSICAL	NECROTIC	PHYSICAL,NECROTIC,RANGED	NPC_EYEBALL_0	0	
DEEP_DRAGON_0	DEEP_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3	0.75	5	1625	1725			PHYSICAL	WATER	PHYSICAL,WATER,RANGED	DEEP_DRAGON_0	90	
DEEP_DRAGON_1	DEEP_DRAGON	WHITE	ACTIVE	2	3	-1	-1	1	1625	1725			MAGIC			NONE	0	
DEEP_DRAGON_2	DEEP_DRAGON	GREEN	OTHER	0	3	10	2.5	3	1625	1725			MAGIC	WATER	MAGIC,WATER,PHYSICAL,RANGED	NONE	90	
DEEP_DRAGON_3	DEEP_DRAGON	BLUE	OTHER	0	3	15	3.75	4	1625	1725			MAGIC		MAGIC,RANGED	DEEP_DRAGON_3	90	
DEEP_DRAGON_4	DEEP_DRAGON	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
DEEP_DRAGON_5	DEEP_DRAGON	ORANGE	OTHER	0	-1	-1	-1	-1	925	1025	750		MAGIC			NONE	90	
DEEP_DRAGON_6	DEEP_DRAGON	RED	OTHER	0	-1	15.5	0.05	2	1675	4000						NONE	90	I_LOVE_THE_SEA
DOPPELGANGER_0	DOPPELGANGER	DEFAULT	AUTO_ATTACK	0	3	3	0.75	4	925	1025			MAGIC	WATER	MAGIC,WATER,RANGED	DOPPELGANGER_0	200	
DOPPELGANGER_1	DOPPELGANGER	WHITE	ACTIVE	3	6	-1	-1	1	925	1025			MAGIC			NONE	0	
DOPPELGANGER_2	DOPPELGANGER	GREEN	OTHER	0	3	5	1.25	2	925	1025			MAGIC			DOPPELGANGER_2	250	
DOPPELGANGER_3	DOPPELGANGER	BLUE	OTHER	0	3	10	2.5	3	925	1025	125		MAGIC		MAGIC,RANGED	NONE	120	
DOPPELGANGER_4	DOPPELGANGER	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
KRAKEN_KING_0	KRAKEN_KING	DEFAULT	AUTO_ATTACK	0	3	3	0.75	3	925	1025			MAGIC	WATER	MAGIC,WATER	NONE	90	
KRAKEN_KING_1	KRAKEN_KING	WHITE	ACTIVE	2	3	-1	-1	1	925	1025			MAGIC		MAGIC,PHYSICAL	NONE	0	
KRAKEN_KING_2	KRAKEN_KING	GREEN	OTHER	0	-1	-1	-1	-1	925	1025			MAGIC			NONE	0	
KRAKEN_KING_3	KRAKEN_KING	BLUE	OTHER	0	3	15	3.75	2	925	1025			PHYSICAL		PHYSICAL,RANGED	NONE	90	
KRAKEN_KING_4	KRAKEN_KING	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
STOWAWAY_0	STOWAWAY	DEFAULT	AUTO_ATTACK	0	3	3	0.75	4	925	1025			PHYSICAL	PIERCING	PHYSICAL,PIERCING,RANGED	STOWAWAY_0	90	
STOWAWAY_1	STOWAWAY	WHITE	ACTIVE	1	3	-1	-1	1	925	1025	125	-125	MAGIC	BASHING	MAGIC,BASHING,RANGED	STOWAWAY_1	0	
STOWAWAY_2	STOWAWAY	GREEN	OTHER	0	3	12	3	2	925	1025			MAGIC		MAGIC	NONE	90	
STOWAWAY_3	STOWAWAY	BLUE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
STOWAWAY_4	STOWAWAY	PURPLE	OTHER	0	6	18	4.5	3	925	1025			TRUE	PIERCING	TRUE,PIERCING	STOWAWAY_4	90	
NPC_SHARK_0	NPC_SHARK	DEFAULT	AUTO_ATTACK	0	3	3	0.75	2	75	125			PHYSICAL			NONE	0	
NPC_SHARK_1	NPC_SHARK	WHITE	OTHER	0	0	6	1.5	1	75	125			PHYSICAL			NONE	0	
NPC_SQUIRREL_0	NPC_SQUIRREL	DEFAULT	AUTO_ATTACK	0	3	3	0.75	1	1625	1725			PHYSICAL		PHYSICAL,RANGED	NPC_SQUIRREL_0	0	
CURSED_STATUE_0	CURSED_STATUE	DEFAULT	AUTO_ATTACK	0	3	3	0.75	4	1625	1625			MAGIC		MAGIC,RANGED	CURSED_STATUE_0	90	
CURSED_STATUE_1	CURSED_STATUE	WHITE	ACTIVE	2.5	3	-1	-1	1	1625	1725			TRUE	ELECTRICAL	TRUE,ELECTRIC,RANGED	CURSED_STATUE_1	0	
CURSED_STATUE_2	CURSED_STATUE	GREEN	OTHER	0	3	8	2	2	1625	1625						NONE	90	
CURSED_STATUE_3	CURSED_STATUE	BLUE	OTHER	0	3	12	3	3	1625	1625			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED,DAMAGE_OVER_TIME	CURSED_STATUE_3	90	
CURSED_STATUE_4	CURSED_STATUE	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC	FIRE	MAGIC,FIRE,DAMAGE_OVER_TIME	NONE	0	
PLANT_SOUL_0	PLANT_SOUL	DEFAULT	AUTO_ATTACK	0	3	2	0.5	4	75				PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	90	
PLANT_SOUL_1	PLANT_SOUL	WHITE	ACTIVE	1.5	1.5	-1	-1	1	125				MAGIC	SLASHING	MAGIC,SLASHING,RANGED	PLANT_SOUL_1	0	
PLANT_SOUL_2	PLANT_SOUL	GREEN	OTHER	0	3	-1	-1	2	75				MAGIC			NONE	0	
PLANT_SOUL_3	PLANT_SOUL	BLUE	OTHER	0	3	-1	-1	3	75							NONE	0	
PLANT_SOUL_4	PLANT_SOUL	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
SPIDER_QUEEN_0	SPIDER_QUEEN	DEFAULT	AUTO_ATTACK	0	3	3	0.75	3	75				PHYSICAL		PHYSICAL	NONE	90	
SPIDER_QUEEN_1	SPIDER_QUEEN	WHITE	ACTIVE	6	7	-1	-1	1	1625				PHYSICAL			NONE	0	
SPIDER_QUEEN_2	SPIDER_QUEEN	GREEN	OTHER	0	3	4	1	2	75				PHYSICAL	TOXIC	PHYSICAL,DAMAGE_OVER_TIME,TOXIC	NONE	90	
SPIDER_QUEEN_3	SPIDER_QUEEN	BLUE	OTHER	0	3	-1	-1	-1					PHYSICAL			NONE	0	
SPIDER_QUEEN_4	SPIDER_QUEEN	PURPLE	OTHER	0	-1	-1	-1	-1					PHYSICAL			NONE	0	
VULTURE_DRAGON_0	VULTURE_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3	0.75	3	75				PHYSICAL		PHYSICAL	NONE	90	
VULTURE_DRAGON_1	VULTURE_DRAGON	WHITE	ACTIVE	1.5	3	-1	-1	1	2525				PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	0	
VULTURE_DRAGON_2	VULTURE_DRAGON	GREEN	OTHER	0	3	5	1.25	2	925				MAGIC	TOXIC	MAGIC,TOXIC,DAMAGE_OVER_TIME	VULTURE_DRAGON_2	90	
VULTURE_DRAGON_3	VULTURE_DRAGON	BLUE	OTHER	0	3	-1	-1	-1	75				MAGIC			NONE	0	
VULTURE_DRAGON_4	VULTURE_DRAGON	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
VULTURE_DRAGON_5	VULTURE_DRAGON	ORANGE	OTHER	0	-1	-1	-1	-1								NONE	0	
NPC_ANT_0	NPC_ANT	DEFAULT	AUTO_ATTACK	0	3	3	0.75	2	75				PHYSICAL	TOXIC	PHYSICAL,TOXIC	NONE	0	
NPC_ANT_1	NPC_ANT	WHITE	OTHER	0	3	9	2.25	1	4000				PHYSICAL	TOXIC	PHYSICAL,TOXIC	NONE	0	
FROST_GIANT_TITAN	FROST_GIANT	DEFAULT	TITAN	0	-1	-1	-1	-1					MAGIC			NONE	0	
ORC_MONK_TITAN	ORC_MONK	DEFAULT	TITAN	0	-1	-1	-1	-1					MAGIC			NONE	0	
RABID_DRAGON_TITAN	RABID_DRAGON	DEFAULT	TITAN	0	-1	-1	-1	-1					MAGIC			NONE	0	
GENIE_TITAN	GENIE	DEFAULT	TITAN	0	-1	2	2	-1					PHYSICAL	BASHING	PHYSICAL,BASHING	GENIE_TITAN	0	
SKELETON_KING_TITAN	SKELETON_KING	DEFAULT	TITAN	0	-1	6	6	-1					MAGIC	BASHING	MAGIC,BASHING	NONE	0	
SPIKEY_DRAGON_TITAN	SPIKEY_DRAGON	DEFAULT	TITAN	0	-1	7	7	-1					PHYSICAL	PIERCING	PHYSICAL,PIERCING	SPIKEY_DRAGON_3	0	
BANSHEE_0	BANSHEE	DEFAULT	AUTO_ATTACK	0	3	3	0.75	4	925	1025			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	BANSHEE_0	90	
BANSHEE_1	BANSHEE	WHITE	ACTIVE	0.5	0.5	-1	-1	1	4000				MAGIC			BANSHEE_1	0	
BANSHEE_2	BANSHEE	GREEN	OTHER	0	3	-1	-1	-1								NONE	0	
BANSHEE_3	BANSHEE	BLUE	OTHER	0	3	4	1	2	4000			300	MAGIC	NECROTIC	MAGIC,NECROTIC,DAMAGE_OVER_TIME	NONE	90	
BANSHEE_4	BANSHEE	PURPLE	OTHER	0	-1	-1	-1	-1					PHYSICAL			NONE	0	
RAGING_REVENANT_0	RAGING_REVENANT	DEFAULT	AUTO_ATTACK	0	3	2	0.5	4	75	925			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	90	
RAGING_REVENANT_1	RAGING_REVENANT	WHITE	ACTIVE	1.5	2	-1	-1	1	4000				PHYSICAL			RAGING_REVENANT_1	0	
RAGING_REVENANT_2	RAGING_REVENANT	GREEN	OTHER	0	3	8	2	2	925	1025			PHYSICAL	NECROTIC	PHYSICAL,NECROTIC,RANGED	RAGING_REVENANT_2	0	
RAGING_REVENANT_3	RAGING_REVENANT	BLUE	OTHER	0	3	13	3.25	3	4000				MAGIC			NONE	0	
RAGING_REVENANT_4	RAGING_REVENANT	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
RAGING_REVENANT_5	RAGING_REVENANT	ORANGE	OTHER	0	-1	-1	-1	-1								NONE	0	
SILENT_SPIRIT_0	SILENT_SPIRIT	DEFAULT	AUTO_ATTACK	0	3	3	0.75	5	125				MAGIC	PIERCING	MAGIC,PIERCING	NONE	120	
SILENT_SPIRIT_1	SILENT_SPIRIT	WHITE	ACTIVE	2	3	-1	-1	1	125				MAGIC			NONE	0	
SILENT_SPIRIT_2	SILENT_SPIRIT	GREEN	OTHER	0	3	9	2.25	2	125				MAGIC			NONE	120	
SILENT_SPIRIT_3	SILENT_SPIRIT	BLUE	OTHER	0	3	18	4.5	3	125			200	MAGIC	NECROTIC	MAGIC,NECROTIC	NONE	90	
SILENT_SPIRIT_4	SILENT_SPIRIT	PURPLE	OTHER	0	3	12	3	4	1625				MAGIC			NONE	120	
SPECTRAL_DRAGON_0	SPECTRAL_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3.5	0.875	3	1625	1725			PHYSICAL		PHYSICAL,RANGED	SPECTRAL_DRAGON_0	90	
SPECTRAL_DRAGON_1	SPECTRAL_DRAGON	WHITE	ACTIVE	1.5	3	-1	-1	1	1625	1725			PHYSICAL		PHYSICAL	SPECTRAL_DRAGON_1	0	
SPECTRAL_DRAGON_2	SPECTRAL_DRAGON	GREEN	OTHER	0	-1	-1	-1	-1	1625				MAGIC	FIRE	MAGIC,FIRE	SPECTRAL_DRAGON_2	90	
SPECTRAL_DRAGON_3	SPECTRAL_DRAGON	BLUE	OTHER	0	3	2	0.5	2	925				PHYSICAL			NONE	0	
SPECTRAL_DRAGON_4	SPECTRAL_DRAGON	PURPLE	OTHER	0	-1	-1	-1	-1	1625	1725			MAGIC	NECROTIC	MAGIC,NECROTIC	NONE	0	
NPC_LYING_LANTERN_0	NPC_LYING_LANTERN	DEFAULT	AUTO_ATTACK	0	3	3	0.75	2	75				PHYSICAL		PHYSICAL	NONE	0	
NPC_LYING_LANTERN_1	NPC_LYING_LANTERN	WHITE	OTHER	0	3	12	3	1	4000				PHYSICAL		PHYSICAL	NPC_LYING_LANTERN_1	0	
NPC_LYING_LANTERN_2	NPC_LYING_LANTERN	GREEN	OTHER	0	8	-1	-1	-1	4000				PHYSICAL		PHYSICAL	NONE	0	
NPC_PLAGUE_SKULKER_0	NPC_PLAGUE_SKULKER	DEFAULT	AUTO_ATTACK	0	3	3	0.75	2	75				PHYSICAL		PHYSICAL	NONE	0	
NPC_PLAGUE_SKULKER_1	NPC_PLAGUE_SKULKER	WHITE	OTHER	-1	-1	-1	-1	-1	4000				PHYSICAL		PHYSICAL	NPC_PLAGUE_SKULKER_1	0	
WEREDRAGON_0	WEREDRAGON	DEFAULT	AUTO_ATTACK	0	3.77	3.77	0.9425	2	925			75	MAGIC	FIRE	MAGIC,FIRE	WEREDRAGON_0	90	
WEREDRAGON_1	WEREDRAGON	WHITE	ACTIVE	2	4	-1	-1	-1	4000			700	MAGIC		RANGED	NONE	0	
WEREDRAGON_2	WEREDRAGON	GREEN	OTHER	0	-1	-1	-1	-1			1625		MAGIC	FIRE	MAGIC,FIRE	NONE	90	
WEREDRAGON_3	WEREDRAGON	BLUE	OTHER	0	4	12	3	1	1625				MAGIC	FIRE	MAGIC,FIRE,RANGED	NONE	90	
WEREDRAGON_4	WEREDRAGON	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
WEREDRAGON_5	WEREDRAGON	ORANGE	OTHER	0	-1	-1	-1	-1	4000	450			MAGIC	FIRE	MAGIC,FIRE	NONE	0	
DUNGEON_MAN_0	DUNGEON_MAN	DEFAULT	AUTO_ATTACK	0	1	3.5	0.875	4	925	1025			PHYSICAL	BASHING	PHYSICAL,BASHING,RANGED	DUNGEON_MAN_0	120	
DUNGEON_MAN_1	DUNGEON_MAN	WHITE	ACTIVE	1	3	-1	-1	1	2525	2625	125	1475	PHYSICAL	BASHING	PHYSICAL,BASHING,RANGED	DUNGEON_MAN_1	0	
DUNGEON_MAN_2	DUNGEON_MAN	GREEN	OTHER	0	2	10	2.5	-1	4000				PHYSICAL			DUNGEON_MAN_2	0	
DUNGEON_MAN_3	DUNGEON_MAN	BLUE	OTHER	0	2	15	3.75	2	1625	1725			PHYSICAL		PHYSICAL	DUNGEON_MAN_3	120	
DUNGEON_MAN_4	DUNGEON_MAN	PURPLE	OTHER	0	-1	12	3	3	4000				MAGIC				0	
WEE_WITCH_0	WEE_WITCH	DEFAULT	AUTO_ATTACK	0	2	2.55	0.6375	3	1625	1725			MAGIC		MAGIC,RANGED	WEE_WITCH_0	120	
WEE_WITCH_1	WEE_WITCH	WHITE	ACTIVE	2	1.5	-1	-1	1	1625	1725	4000		MAGIC		MAGIC	WEE_WITCH_1	0	
WEE_WITCH_2	WEE_WITCH	GREEN	OTHER	0	0	10	2.5	2	1625	1725			MAGIC		MAGIC,RANGED		120	
WEE_WITCH_3	WEE_WITCH	BLUE	OTHER	0	0	-1	-1	-1					TRUE		TRUE		0	
WEE_WITCH_4	WEE_WITCH	PURPLE	OTHER	0	0	-1	-1	-1					MAGIC				0	
PLAGUE_ENTREPRENEUR_0	PLAGUE_ENTREPRENEUR	DEFAULT	AUTO_ATTACK	0	3	3.5	0.875	3	100	199			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	120	
PLAGUE_ENTREPRENEUR_1	PLAGUE_ENTREPRENEUR	WHITE	ACTIVE	1.5	3	-1	-1	-1	300	399	550		PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	0	
PLAGUE_ENTREPRENEUR_2	PLAGUE_ENTREPRENEUR	GREEN	OTHER	0	1	15	3.75	-1	1625	1725	0		PHYSICAL		PHYSICAL	PLAGUE_ENTREPRENEUR_2	120	
PLAGUE_ENTREPRENEUR_3	PLAGUE_ENTREPRENEUR	BLUE	OTHER	0	3	-1	-1	2					PHYSICAL	TOXIC	PHYSICAL,TOXIC,DAMAGE_OVER_TIME	NONE	0	
PLAGUE_ENTREPRENEUR_4	PLAGUE_ENTREPRENEUR	PURPLE	OTHER	0	-1	-1	-1	-1					PHYSICAL	TOXIC	TOXIC	NONE	0	
VOID_WYVERN_0	VOID_WYVERN	DEFAULT	AUTO_ATTACK	0	2.65	2.65	0.6625	4	925	1025			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	VOID_WYVERN_0	90	
VOID_WYVERN_1	VOID_WYVERN	WHITE	ACTIVE	1.7	2.65	-1	-1	1	3600	2100			MAGIC	NECROTIC	MAGIC,NECROTIC		0	
VOID_WYVERN_2	VOID_WYVERN	GREEN	OTHER	0	2.65	9	2.25	2	925				MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	VOID_WYVERN_2	180	
VOID_WYVERN_3	VOID_WYVERN	BLUE	OTHER	0	4	14	3.5	3	925	1025	750	750	MAGIC	NECROTIC	KNOCKBACK	VOID_WYVERN_3	90	
VOID_WYVERN_4	VOID_WYVERN	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
MISTRESS_MANICURE_0	MISTRESS_MANICURE	DEFAULT	AUTO_ATTACK	0	3	2.8	0.7	4	1625	1725			PHYSICAL	SLASHING	PHYSICAL,SLASHING,RANGED	MISTRESS_MANICURE_0	90	
MISTRESS_MANICURE_1	MISTRESS_MANICURE	WHITE	ACTIVE	1.5	3	-1	-1	1	1625	3725			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	0	
MISTRESS_MANICURE_2	MISTRESS_MANICURE	GREEN	OTHER	0	3	15	3.75	2	1625	1725			MAGIC	PIERCING	MAGIC,PIERCING	NONE	90	
MISTRESS_MANICURE_3	MISTRESS_MANICURE	BLUE	OTHER	0	3	7	1.75	3	1625	1725	450	500	MAGIC		MAGIC,KNOCKBACK,RANGED	NONE	90	
MISTRESS_MANICURE_4	MISTRESS_MANICURE	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
VILE_BILE_0	VILE_BILE	DEFAULT	AUTO_ATTACK	0	1	3	0.75	2	75	125			PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	250	
VILE_BILE_1	VILE_BILE	WHITE	ACTIVE	1	1	-1	-1	1	4000		125		PHYSICAL	BASHING	PHYSICAL,BASHING,RANGED	NONE	0	
VILE_BILE_2	VILE_BILE	GREEN	OTHER	0	0	-1	-1	0			300		PHYSICAL	TOXIC	PHYSICAL,TOXIC	NONE	0	
VILE_BILE_3	VILE_BILE	BLUE	OTHER	0	0	-1	-1	0					PHYSICAL			NONE	0	
VILE_BILE_4	VILE_BILE	PURPLE	OTHER	0	0	-1	-1	0			1625		PHYSICAL	TOXIC	PHYSICAL,TOXIC	NONE	0	
BURNT_ONE_0	BURNT_ONE	DEFAULT	AUTO_ATTACK	0	1.5	3	0.75	2	400		1625		PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	125	
BURNT_ONE_1	BURNT_ONE	WHITE	ACTIVE	2	4	-1	-1	1	4000				PHYSICAL	FIRE	PHYSICAL,FIRE	NONE	125	
BURNT_ONE_2	BURNT_ONE	GREEN	OTHER	0	-1	-1	-1	-1					PHYSICAL	FIRE		NONE	0	
BURNT_ONE_3	BURNT_ONE	BLUE	OTHER	0	4	-1	-1	-1					PHYSICAL	FIRE	PHYSICAL,FIRE	NONE	0	
BURNT_ONE_4	BURNT_ONE	PURPLE	OTHER	0	4	-1	-1	-1								NONE	0	
NPC_FLEA_DEMON_0	NPC_FLEA_DEMON	DEFAULT	AUTO_ATTACK	0	0.5	0.5	0.125	2	75	75			PHYSICAL		PHYSICAL,SLASHING	NONE	0	
NPC_ANGELIC_AVENGER_0	NPC_ANGELIC_AVENGER	DEFAULT	AUTO_ATTACK	0	0.5	2	0.5	2	75	75			PHYSICAL		PHYSICAL,SLASHING	NONE	0	
BULWARK_ANGEL_0	BULWARK_ANGEL	DEFAULT	AUTO_ATTACK	0	2.65	4	1	4	75				PHYSICAL	HOLY	PHYSICAL,HOLY	NONE	90	
BULWARK_ANGEL_1	BULWARK_ANGEL	WHITE	ACTIVE	0	2.65	-1	-1	1	1275	1425	125		MAGIC	HOLY	MAGIC,HOLY,RANGED	NONE	0	
BULWARK_ANGEL_2	BULWARK_ANGEL	GREEN	OTHER	0	2.65	10	2.5	3	300	399			MAGIC	HOLY	MAGIC,HOLY	NONE	90	
BULWARK_ANGEL_3	BULWARK_ANGEL	BLUE	OTHER	0	4	12	3	2	1275	1425			MAGIC	HOLY	MAGIC,HOLY,RANGED	NONE	90	
BULWARK_ANGEL_4	BULWARK_ANGEL	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
ANGELIC_HERALD_0	ANGELIC_HERALD	DEFAULT	AUTO_ATTACK	0	2.65	2	0.5	4	1625	1725			MAGIC	HOLY	MAGIC,HOLY,RANGED	ANGELIC_HERALD_0	120	
ANGELIC_HERALD_1	ANGELIC_HERALD	WHITE	ACTIVE	1.6	2.65	-1	-1	1	4000	4000			MAGIC				0	
ANGELIC_HERALD_2	ANGELIC_HERALD	GREEN	OTHER	0	2.65	-1	-1	3	1625	1725			MAGIC	HOLY	MAGIC,HOLY	NONE	240	
ANGELIC_HERALD_3	ANGELIC_HERALD	BLUE	OTHER	0	4	-1	-1	-1					MAGIC			NONE	0	
ANGELIC_HERALD_4	ANGELIC_HERALD	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
ANGELIC_HERALD_5	ANGELIC_HERALD	ORANGE	OTHER	0	-1	-1	-1	2	4000	4000							150	
TOMB_ANGEL_0	TOMB_ANGEL	DEFAULT	AUTO_ATTACK	0	2.65	3.75	0.9375	3	925	1025			PHYSICAL	HOLY	PHYSICAL,HOLY,RANGED	NONE	180	
TOMB_ANGEL_1	TOMB_ANGEL	WHITE	ACTIVE	0.7	2.65	-1	-1	1	4000	4000			MAGIC			NONE	0	
TOMB_ANGEL_2	TOMB_ANGEL	GREEN	OTHER	0	2.65	7.5	1.875	2	1625	1725			MAGIC	HOLY	MAGIC,HOLY,RANGED	TOMB_ANGEL_2	180	
TOMB_ANGEL_3	TOMB_ANGEL	BLUE	OTHER	0	4	-1	-1	-1					MAGIC	HOLY	MAGIC,HOLY	NONE	0	
TOMB_ANGEL_4	TOMB_ANGEL	PURPLE	OTHER	0	-1	-1	-1	-1					MAGIC			NONE	0	
ANGEL_DRAGON_0	ANGEL_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3	0.75	3	2425	2525			MAGIC	HOLY	MAGIC,HOLY	NONE	180	
ANGEL_DRAGON_1	ANGEL_DRAGON	WHITE	ACTIVE	1.5	3	-1	-1	1	6000	6000			MAGIC	HOLY		NONE	0	
ANGEL_DRAGON_2	ANGEL_DRAGON	GREEN	OTHER	0	3	15	3.75	2	6000	6000			MAGIC	HOLY		NONE	180	
ANGEL_DRAGON_3	ANGEL_DRAGON	BLUE	OTHER	0	3	-1	-1	-1	925	1000			MAGIC			NONE	0	
ANGEL_DRAGON_4	ANGEL_DRAGON	PURPLE	OTHER	0	-1	-1	-1	-1	1625	1725			MAGIC			NONE	0	
DRAGON_SLAYER_0	DRAGON_SLAYER	DEFAULT	AUTO_ATTACK	0	4	4	1	3	75	125			PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	90	
DRAGON_SLAYER_1	DRAGON_SLAYER	WHITE	ACTIVE	2.5	3.77	-1	-1	2	75	125	900	900	PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	0	
DRAGON_SLAYER_2	DRAGON_SLAYER	GREEN	OTHER	0	-1	-1	-1	-1								NONE	0	
DRAGON_SLAYER_3	DRAGON_SLAYER	BLUE	OTHER	0	-1	-1	-1	-1								NONE	0	
DRAGON_SLAYER_4	DRAGON_SLAYER	PURPLE	OTHER	0	-1	30	7.5	-1								NONE	0	
ETERNAL_ENCHANTER_0	ETERNAL_ENCHANTER	DEFAULT	AUTO_ATTACK	0	2	3.6	0.9	4	1625	1725			MAGIC		MAGIC,RANGED	ETERNAL_ENCHANTER_0	90	
ETERNAL_ENCHANTER_1	ETERNAL_ENCHANTER	WHITE	ACTIVE	1	5	-1	-1	1	6000	6000			MAGIC		MAGIC	NONE	0	
ETERNAL_ENCHANTER_2	ETERNAL_ENCHANTER	GREEN	OTHER	0	1.5	8	2	2	2000	2100						ETERNAL_ENCHANTER_2	90	
ETERNAL_ENCHANTER_3	ETERNAL_ENCHANTER	BLUE	OTHER	0	5	18	4.5	3	6000	6000			MAGIC		MAGIC	NONE	90	
ETERNAL_ENCHANTER_4	ETERNAL_ENCHANTER	PURPLE	OTHER	0	0	-1	-1	-1								NONE	0	
ETERNAL_ENCHANTER_5	ETERNAL_ENCHANTER	ORANGE	OTHER	0	0	-1	-1	-1	6000	6000						NONE	0	
GRAND_HUNTRESS_0	GRAND_HUNTRESS	DEFAULT	AUTO_ATTACK	0	3	2.55	0.6375	4	2425	2525			PHYSICAL	PIERCING	PHYSICAL,PIERCING,RANGED	GRAND_HUNTRESS_0	90	
GRAND_HUNTRESS_1	GRAND_HUNTRESS	WHITE	ACTIVE	3.8	3	-1	-1	2	2425	2525			PHYSICAL	PIERCING	PHYSICAL,PIERCING,RANGED	NONE	0	
GRAND_HUNTRESS_2	GRAND_HUNTRESS	GREEN	OTHER	0	3	15	3.75	3	2425	2525						NONE	90	
GRAND_HUNTRESS_3	GRAND_HUNTRESS	BLUE	OTHER	0	2.5	-1	-1	1	6000	6000			PHYSICAL	PIERCING	PHYSICAL,PIERCING,RANGED	NONE	90	
GRAND_HUNTRESS_4	GRAND_HUNTRESS	PURPLE	OTHER	0	5	-1	-1	-1	6000	6000						NONE	0	
TRIPLE_THREAT_0	TRIPLE_THREAT	DEFAULT	AUTO_ATTACK	0	2	4.5	1.125	4	125	125			PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	90	
TRIPLE_THREAT_1	TRIPLE_THREAT	WHITE	ACTIVE	2	2	-1	-1	1	1275	1275			MAGIC	FIRE	MAGIC,FIRE,RANGED	NONE	0	
TRIPLE_THREAT_2	TRIPLE_THREAT	GREEN	OTHER	0	0	9	2.25	2	300	300			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	90	
TRIPLE_THREAT_3	TRIPLE_THREAT	BLUE	OTHER	0	0	18	4.5	3	4000	4000	300		MAGIC	FIRE	MAGIC,FIRE,RANGED	TRIPLE_THREAT_3	90	
TRIPLE_THREAT_4	TRIPLE_THREAT	PURPLE	OTHER	0	0	-1	-1	-1								NONE	0	
LAST_DEFENDER_0	LAST_DEFENDER	DEFAULT	AUTO_ATTACK	0	4	4	1	3	125	175			PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	120	
