	CRAFTING_GOLD	PART1_QUANTITY	PART1_TYPE	PART2_QUANTITY	PART2_TYPE	PART3_QUANTITY	PART3_TYPE	PART4_QUANTITY	PART4_TYPE
SHINING_HOLY_TREE	364,000	1	REEL_SHINING_HOLY_TREE	1	HERMITS_PILLS	1	RING_OF_TEMPTATION	1	NAUGHTY_TAPESTRY
HORNS_OF_WHITE_DEER	364,000	1	REEL_HORNS_OF_WHITE_DEER	1	MAGATAMA	1	MAI_TAI_OF_IMMUNITY	1	MANLY_FIRST_AID_KIT
LORD_OF_RIVER	364,000	1	REEL_LORD_OF_RIVER	1	GOURD	1	WRAITH_BARRIER	1	GOLDEN_SLINGSHOT
GOLD_AX_SILVER_AX	364,000	1	REEL_GOLD_AX_SILVER_AX	1	EXOTIC_FAN	1	DRAGON_BLANKIE	1	CAT_O_NINE_TAILS
POISONED_SILVER_ACCESSORY_OF_SCORPION	231,000	1	REEL_POISONED_SILVER_ACCESSORY_OF_SCORPION	1	EYE_ON_THE_PRIZE				
HANDY_RASP	231,000	1	REEL_HANDY_RASP	1	BRAIN_GUARD_9000				
BLACKBERRY_JAM	231,000	1	REEL_BLACKBERRY_JAM	1	BEARLY_THERE_BOOTS				
CRYSTAL_MUSHROOM	231,000	1	REEL_CRYSTAL_MUSHROOM	1	BOOM_BOX				
REMOTE_COMMUNICATION_FLOWER	231,000	1	REEL_REMOTE_COMMUNICATION_FLOWER	1	UPHOLSTERED_THRONE				
SHINING_LIGHT_OF_FIREFLY	231,000	1	REEL_SHINING_LIGHT_OF_FIREFLY	1	SHOES_OF_THE_MAD_GOD				
SHRIMPISH_CREATURE	231,000	1	REEL_SHRIMPISH_CREATURE	1	SICK_MULLET				
REEL_MAGICAL_HATRACK	122,000	100	SHARD_REEL_MAGICAL_HATRACK						
REEL_SHINING_HOLY_TREE	122,000	100	SHARD_REEL_SHINING_HOLY_TREE						
REEL_HORNS_OF_WHITE_DEER	122,000	100	SHARD_REEL_HORNS_OF_WHITE_DEER						
REEL_LORD_OF_RIVER	122,000	100	SHARD_REEL_LORD_OF_RIVER						
REEL_GOLD_AX_SILVER_AX	122,000	100	SHARD_REEL_GOLD_AX_SILVER_AX						
REEL_POISONED_SILVER_ACCESSORY_OF_SCORPION	122,000	100	SHARD_REEL_POISONED_SILVER_ACCESSORY_OF_SCORPION						
REEL_HANDY_RASP	122,000	100	SHARD_REEL_HANDY_RASP						
REEL_BLACKBERRY_JAM	122,000	100	SHARD_REEL_BLACKBERRY_JAM						
REEL_CRYSTAL_MUSHROOM	122,000	100	SHARD_REEL_CRYSTAL_MUSHROOM						
REEL_REMOTE_COMMUNICATION_FLOWER	122,000	100	SHARD_REEL_REMOTE_COMMUNICATION_FLOWER						
REEL_SHINING_LIGHT_OF_FIREFLY	122,000	100	SHARD_REEL_SHINING_LIGHT_OF_FIREFLY						
REEL_SHRIMPISH_CREATURE	122,000	100	SHARD_REEL_SHRIMPISH_CREATURE						
